,Liquid Alternative Beta Index,,,Event Driven Liquid Index,,,Global Strategies Liquid Index,,,Long/Short Liquid Index,,,Managed Futures Liquid Index,,,Merger Arbitrage Liquid Index,,
,CSLAB,,,CSLABED,,,CSLABGS,,,CSLABLS,,,CSLABMF,,,CSLABMA,,
Date,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR,CCY,NAV,ROR
7/25/2007,USD,974.43,-0.25%,USD,971.76,-0.15%,USD,900.07,-0.38%,USD,1072.85,-0.60%,USD,761.82,-1.62%,USD,989.41,-0.53%
7/24/2007,USD,976.91,-0.79%,USD,973.22,-1.21%,USD,903.5,-0.63%,USD,1079.31,-0.89%,USD,774.4,-0.10%,USD,994.64,-0.49%
7/23/2007,USD,984.71,0.11%,USD,985.18,0.02%,USD,909.25,0.18%,USD,1089.01,0.08%,USD,775.19,-0.14%,USD,999.57,-0.22%
7/22/2007,USD,983.67,0.00%,USD,984.97,0.00%,USD,907.6,0.00%,USD,1088.1,0.00%,USD,776.26,0.00%,USD,1001.74,0.00%
7/21/2007,USD,983.67,0.00%,USD,984.97,0.00%,USD,907.6,0.00%,USD,1088.1,0.00%,USD,776.26,0.00%,USD,1001.74,0.00%
7/20/2007,USD,983.67,-0.40%,USD,984.97,-0.55%,USD,907.6,-0.35%,USD,1088.1,-0.55%,USD,776.26,-1.26%,USD,1001.74,-0.06%
7/19/2007,USD,987.61,0.37%,USD,990.42,0.35%,USD,910.78,0.35%,USD,1094.11,0.58%,USD,786.14,0.68%,USD,1002.39,0.05%
7/18/2007,USD,984,-0.15%,USD,987,0.01%,USD,907.63,-0.11%,USD,1087.82,-0.49%,USD,780.86,-0.87%,USD,1001.9,-0.01%
7/17/2007,USD,985.52,0.06%,USD,986.94,0.25%,USD,908.59,0.06%,USD,1093.15,-0.11%,USD,787.7,0.01%,USD,1002.05,0.03%
7/16/2007,USD,984.88,-0.04%,USD,984.44,-0.06%,USD,908.08,-0.07%,USD,1094.32,-0.05%,USD,787.6,-0.72%,USD,1001.71,0.03%
7/15/2007,USD,985.26,0.00%,USD,985.03,0.00%,USD,908.7,0.00%,USD,1094.84,0.00%,USD,793.34,0.00%,USD,1001.36,0.00%
7/14/2007,USD,985.26,0.00%,USD,985.03,0.00%,USD,908.7,0.00%,USD,1094.84,0.00%,USD,793.34,0.00%,USD,1001.36,0.00%
7/13/2007,USD,985.26,0.36%,USD,985.03,0.00%,USD,908.7,0.34%,USD,1094.84,0.69%,USD,793.34,0.81%,USD,1001.36,-0.05%
7/12/2007,USD,981.77,0.52%,USD,985.01,-0.07%,USD,905.66,0.52%,USD,1087.32,1.01%,USD,786.97,1.31%,USD,1001.82,0.22%
7/11/2007,USD,976.7,0.13%,USD,985.74,0.28%,USD,901.01,0.18%,USD,1076.46,0.05%,USD,776.83,-0.29%,USD,999.6,0.01%
7/10/2007,USD,975.46,-0.35%,USD,983,-0.45%,USD,899.41,-0.40%,USD,1075.95,-0.46%,USD,779.06,-1.22%,USD,999.51,-0.07%
7/9/2007,USD,978.87,0.27%,USD,987.4,0.14%,USD,903.04,0.28%,USD,1080.92,0.41%,USD,788.66,0.24%,USD,1000.23,0.15%
7/8/2007,USD,976.23,0.00%,USD,986.05,0.00%,USD,900.48,0.00%,USD,1076.5,0.00%,USD,786.74,0.00%,USD,998.72,0.00%
7/7/2007,USD,976.23,0.00%,USD,986.05,0.00%,USD,900.48,0.00%,USD,1076.5,0.00%,USD,786.74,0.00%,USD,998.72,0.00%
7/6/2007,USD,976.23,0.36%,USD,986.05,0.21%,USD,900.48,0.35%,USD,1076.5,0.45%,USD,786.74,1.04%,USD,998.72,0.22%
7/5/2007,USD,972.76,0.08%,USD,984,0.25%,USD,897.38,0.11%,USD,1071.65,-0.01%,USD,778.61,1.25%,USD,996.56,0.36%
7/4/2007,USD,972,0.00%,USD,981.55,0.00%,USD,896.42,0.00%,USD,1071.8,0.00%,USD,768.98,0.00%,USD,992.95,0.00%
7/3/2007,USD,972,0.34%,USD,981.55,0.20%,USD,896.42,0.28%,USD,1071.8,0.44%,USD,768.98,0.52%,USD,992.95,0.03%
7/2/2007,USD,968.66,0.65%,USD,979.57,0.73%,USD,893.89,0.56%,USD,1067.07,0.82%,USD,765,0.24%,USD,992.61,0.35%
7/1/2007,USD,962.45,0.00%,USD,972.47,0.00%,USD,888.95,0.00%,USD,1058.37,0.00%,USD,763.2,0.00%,USD,989.13,0.00%
6/30/2007,USD,962.45,0.00%,USD,972.47,0.00%,USD,888.95,0.00%,USD,1058.37,0.00%,USD,763.2,0.00%,USD,989.13,0.00%
6/29/2007,USD,962.45,0.36%,USD,972.47,0.02%,USD,888.95,0.36%,USD,1058.37,0.71%,USD,763.2,0.13%,USD,989.13,0.26%
6/28/2007,USD,958.97,0.39%,USD,972.24,-0.05%,USD,885.73,0.46%,USD,1050.95,0.79%,USD,762.21,1.38%,USD,986.52,0.15%
6/27/2007,USD,955.28,0.19%,USD,972.68,1.27%,USD,881.68,0.15%,USD,1042.74,-0.50%,USD,751.83,-1.07%,USD,985.02,0.03%
6/26/2007,USD,953.49,-0.43%,USD,960.52,-0.58%,USD,880.34,-0.49%,USD,1047.96,-0.47%,USD,759.93,-0.54%,USD,984.69,0.06%
6/25/2007,USD,957.58,-0.25%,USD,966.1,-0.33%,USD,884.68,-0.08%,USD,1052.88,-0.27%,USD,764.05,-0.65%,USD,984.07,-0.51%
6/24/2007,USD,960.02,0.00%,USD,969.31,0.00%,USD,885.35,0.00%,USD,1055.72,0.00%,USD,769.04,0.00%,USD,989.15,0.00%
6/23/2007,USD,960.02,0.00%,USD,969.31,0.00%,USD,885.35,0.00%,USD,1055.72,0.00%,USD,769.04,0.00%,USD,989.15,0.00%
6/22/2007,USD,960.02,-0.22%,USD,969.31,-0.23%,USD,885.35,-0.12%,USD,1055.72,-0.34%,USD,769.04,-0.28%,USD,989.15,-0.09%
6/21/2007,USD,962.14,-0.02%,USD,971.59,0.13%,USD,886.42,-0.01%,USD,1059.32,-0.32%,USD,771.18,-0.19%,USD,990.02,-0.02%
6/20/2007,USD,962.35,-0.07%,USD,970.35,-0.28%,USD,886.51,-0.14%,USD,1062.77,-0.01%,USD,772.61,0.27%,USD,990.25,-0.07%
6/19/2007,USD,963.03,0.11%,USD,973.04,0.29%,USD,887.73,0.03%,USD,1062.88,-0.01%,USD,770.5,-0.47%,USD,990.97,0.10%
6/18/2007,USD,962.01,0.16%,USD,970.2,0.00%,USD,887.47,0.14%,USD,1062.99,0.14%,USD,774.16,0.03%,USD,989.95,0.01%
6/17/2007,USD,960.43,0.00%,USD,970.16,0.00%,USD,886.2,0.00%,USD,1061.5,0.00%,USD,773.89,0.00%,USD,989.9,0.00%
6/16/2007,USD,960.43,0.00%,USD,970.16,0.00%,USD,886.2,0.00%,USD,1061.5,0.00%,USD,773.89,0.00%,USD,989.9,0.00%
6/15/2007,USD,960.43,0.69%,USD,970.16,0.29%,USD,886.2,0.55%,USD,1061.5,1.03%,USD,773.89,0.85%,USD,989.9,0.10%
6/14/2007,USD,953.87,0.50%,USD,967.37,0.05%,USD,881.38,0.52%,USD,1050.73,0.88%,USD,767.4,0.89%,USD,988.89,0.05%
6/13/2007,USD,949.17,0.20%,USD,966.84,0.15%,USD,876.82,0.24%,USD,1041.53,0.37%,USD,760.63,0.41%,USD,988.35,0.15%
6/12/2007,USD,947.28,-0.40%,USD,965.42,-0.42%,USD,874.7,-0.35%,USD,1037.68,-0.57%,USD,757.54,-0.12%,USD,986.85,-0.11%
6/11/2007,USD,951.09,-0.18%,USD,969.45,-0.87%,USD,877.75,0.10%,USD,1043.66,0.24%,USD,758.48,0.97%,USD,987.98,-0.06%
6/10/2007,USD,952.82,0.00%,USD,977.94,0.00%,USD,876.83,0.00%,USD,1041.12,0.00%,USD,751.16,0.00%,USD,988.6,0.00%
6/9/2007,USD,952.82,0.00%,USD,977.94,0.00%,USD,876.83,0.00%,USD,1041.12,0.00%,USD,751.16,0.00%,USD,988.6,0.00%
6/8/2007,USD,952.82,-0.16%,USD,977.94,0.06%,USD,876.83,-0.14%,USD,1041.12,-0.33%,USD,751.16,-0.39%,USD,988.6,-0.03%
6/7/2007,USD,954.37,-0.73%,USD,977.4,-0.58%,USD,878.02,-0.63%,USD,1044.55,-1.03%,USD,754.11,0.15%,USD,988.89,-0.26%
6/6/2007,USD,961.36,-0.53%,USD,983.08,-0.13%,USD,883.62,-0.52%,USD,1055.43,-0.93%,USD,753.01,-1.08%,USD,991.42,-0.06%
6/5/2007,USD,966.51,-0.14%,USD,984.33,-0.21%,USD,888.28,-0.08%,USD,1065.38,-0.14%,USD,761.21,0.28%,USD,992.03,-0.23%
6/4/2007,USD,967.84,0.13%,USD,986.41,0.09%,USD,888.98,0.16%,USD,1066.91,0.18%,USD,759.12,0.25%,USD,994.35,0.17%
6/3/2007,USD,966.57,0.00%,USD,985.56,0.00%,USD,887.59,0.00%,USD,1064.99,0.00%,USD,757.23,0.00%,USD,992.71,0.00%
6/2/2007,USD,966.57,0.00%,USD,985.56,0.00%,USD,887.59,0.00%,USD,1064.99,0.00%,USD,757.23,0.00%,USD,992.71,0.00%
6/1/2007,USD,966.57,0.27%,USD,985.56,0.03%,USD,887.59,0.37%,USD,1064.99,0.61%,USD,757.23,1.34%,USD,992.71,0.09%
5/31/2007,USD,963.94,0.40%,USD,985.31,0.05%,USD,884.32,0.39%,USD,1058.52,0.73%,USD,747.2,1.18%,USD,991.83,0.00%
5/30/2007,USD,960.09,0.02%,USD,984.86,0.06%,USD,880.88,-0.09%,USD,1050.9,-0.06%,USD,738.51,-0.05%,USD,991.85,0.00%
5/29/2007,USD,959.93,0.16%,USD,984.26,0.17%,USD,881.66,0.27%,USD,1051.56,0.35%,USD,738.89,0.41%,USD,991.83,0.06%
5/28/2007,USD,958.42,0.00%,USD,982.55,0.00%,USD,879.31,0.00%,USD,1047.86,0.00%,USD,735.86,0.00%,USD,991.21,0.00%
5/27/2007,USD,958.42,0.00%,USD,982.55,0.00%,USD,879.31,0.00%,USD,1047.86,0.00%,USD,735.86,0.00%,USD,991.21,0.00%
5/26/2007,USD,958.42,0.00%,USD,982.55,0.00%,USD,879.31,0.00%,USD,1047.86,0.00%,USD,735.86,0.00%,USD,991.21,0.00%
5/25/2007,USD,958.42,0.03%,USD,982.55,0.15%,USD,879.31,0.10%,USD,1047.86,0.05%,USD,735.86,0.40%,USD,991.21,0.04%
5/24/2007,USD,958.13,-0.50%,USD,981.07,-0.28%,USD,878.47,-0.48%,USD,1047.34,-0.75%,USD,732.92,-1.09%,USD,990.77,-0.18%
5/23/2007,USD,962.95,0.25%,USD,983.78,0.07%,USD,882.71,0.28%,USD,1055.28,0.56%,USD,741.03,0.39%,USD,992.54,0.27%
5/22/2007,USD,960.51,0.11%,USD,983.06,0.17%,USD,880.27,0.05%,USD,1049.38,0.09%,USD,738.16,-0.42%,USD,989.86,0.17%
5/21/2007,USD,959.48,0.04%,USD,981.4,0.33%,USD,879.84,0.00%,USD,1048.42,-0.04%,USD,741.28,0.46%,USD,988.22,0.32%
5/20/2007,USD,959.07,0.00%,USD,978.2,0.00%,USD,879.88,0.00%,USD,1048.8,0.00%,USD,737.89,0.00%,USD,985.06,0.00%
5/19/2007,USD,959.07,0.00%,USD,978.2,0.00%,USD,879.88,0.00%,USD,1048.8,0.00%,USD,737.89,0.00%,USD,985.06,0.00%
5/18/2007,USD,959.07,0.20%,USD,978.2,0.07%,USD,879.88,0.27%,USD,1048.8,0.43%,USD,737.89,0.61%,USD,985.06,0.02%
5/17/2007,USD,957.18,-0.04%,USD,977.52,-0.03%,USD,877.51,-0.18%,USD,1044.27,-0.17%,USD,733.42,-0.08%,USD,984.86,-0.01%
5/16/2007,USD,957.59,-0.11%,USD,977.8,0.15%,USD,879.12,-0.14%,USD,1046.05,-0.22%,USD,734.02,-0.87%,USD,985,0.06%
5/15/2007,USD,958.66,0.08%,USD,976.36,-0.05%,USD,880.35,0.10%,USD,1048.37,0.13%,USD,740.46,0.48%,USD,984.39,0.10%
5/14/2007,USD,957.93,0.11%,USD,976.89,-0.04%,USD,879.47,0.04%,USD,1047.06,0.06%,USD,736.95,0.37%,USD,983.38,0.04%
5/13/2007,USD,956.84,0.00%,USD,977.27,0.00%,USD,879.14,0.00%,USD,1046.43,0.00%,USD,734.24,0.00%,USD,982.94,0.00%
5/12/2007,USD,956.84,0.00%,USD,977.27,0.00%,USD,879.14,0.00%,USD,1046.43,0.00%,USD,734.24,0.00%,USD,982.94,0.00%
5/11/2007,USD,956.84,0.10%,USD,977.27,0.26%,USD,879.14,0.05%,USD,1046.43,0.04%,USD,734.24,0.25%,USD,982.94,0.10%
5/10/2007,USD,955.86,-0.28%,USD,974.74,-0.28%,USD,878.68,-0.15%,USD,1046.01,-0.36%,USD,732.39,-0.85%,USD,981.93,-0.14%
5/9/2007,USD,958.53,0.18%,USD,977.44,0.14%,USD,880,0.13%,USD,1049.76,0.27%,USD,738.7,-0.26%,USD,983.32,0.11%
5/8/2007,USD,956.8,-0.32%,USD,976.03,-0.12%,USD,878.85,-0.24%,USD,1046.91,-0.52%,USD,740.64,-0.56%,USD,982.26,-0.23%
5/7/2007,USD,959.87,0.18%,USD,977.24,0.03%,USD,880.93,0.22%,USD,1052.34,0.32%,USD,744.78,0.37%,USD,984.51,0.00%
5/6/2007,USD,958.17,0.00%,USD,976.97,0.00%,USD,879.03,0.00%,USD,1048.95,0.00%,USD,742,0.00%,USD,984.55,0.00%
5/5/2007,USD,958.17,0.00%,USD,976.97,0.00%,USD,879.03,0.00%,USD,1048.95,0.00%,USD,742,0.00%,USD,984.55,0.00%
5/4/2007,USD,958.17,0.34%,USD,976.97,0.30%,USD,879.03,0.26%,USD,1048.95,0.43%,USD,742,0.52%,USD,984.55,0.38%
5/3/2007,USD,954.94,0.03%,USD,974.02,-0.03%,USD,876.73,0.04%,USD,1044.49,0.06%,USD,738.17,0.69%,USD,980.8,-0.08%
5/2/2007,USD,954.63,0.20%,USD,974.33,0.23%,USD,876.36,0.15%,USD,1043.9,0.25%,USD,733.11,0.52%,USD,981.6,0.16%
5/1/2007,USD,952.75,-0.15%,USD,972.06,0.03%,USD,875.04,-0.14%,USD,1041.34,-0.35%,USD,729.29,-0.05%,USD,980.02,0.13%
4/30/2007,USD,954.16,-0.04%,USD,971.79,-0.25%,USD,876.23,0.04%,USD,1044.99,0.16%,USD,729.63,-0.09%,USD,978.72,-0.12%
4/29/2007,USD,954.51,0.00%,USD,974.26,0.00%,USD,875.87,0.00%,USD,1043.36,0.00%,USD,730.31,0.00%,USD,979.92,0.00%
4/28/2007,USD,954.51,0.00%,USD,974.26,0.00%,USD,875.87,0.00%,USD,1043.36,0.00%,USD,730.31,0.00%,USD,979.92,0.00%
4/27/2007,USD,954.51,0.02%,USD,974.26,0.08%,USD,875.87,0.07%,USD,1043.36,-0.05%,USD,730.31,0.46%,USD,979.92,0.25%
4/26/2007,USD,954.34,-0.04%,USD,973.48,-0.06%,USD,875.23,-0.05%,USD,1043.92,0.01%,USD,726.95,-0.39%,USD,977.47,-0.23%
4/25/2007,USD,954.74,0.21%,USD,974.03,0.19%,USD,875.65,0.14%,USD,1043.84,0.18%,USD,729.77,0.62%,USD,979.71,0.11%
4/24/2007,USD,952.77,-0.10%,USD,972.23,-0.05%,USD,874.41,-0.15%,USD,1042,-0.24%,USD,725.28,-0.56%,USD,978.59,-0.14%
4/23/2007,USD,953.74,-0.07%,USD,972.68,0.10%,USD,875.76,-0.07%,USD,1044.47,-0.14%,USD,729.38,-0.22%,USD,979.98,0.04%
4/22/2007,USD,954.39,0.00%,USD,971.7,0.00%,USD,876.36,0.00%,USD,1045.95,0.00%,USD,730.98,0.00%,USD,979.63,0.00%
4/21/2007,USD,954.39,0.00%,USD,971.7,0.00%,USD,876.36,0.00%,USD,1045.95,0.00%,USD,730.98,0.00%,USD,979.63,0.00%
4/20/2007,USD,954.39,0.33%,USD,971.7,0.33%,USD,876.36,0.28%,USD,1045.95,0.36%,USD,730.98,0.89%,USD,979.63,0.26%
4/19/2007,USD,951.21,-0.17%,USD,968.5,-0.06%,USD,873.93,-0.15%,USD,1042.22,-0.24%,USD,724.53,-0.32%,USD,977.13,-0.01%
4/18/2007,USD,952.8,0.04%,USD,969.04,-0.06%,USD,875.26,-0.02%,USD,1044.74,0.05%,USD,726.83,-0.58%,USD,977.21,-0.07%
4/17/2007,USD,952.45,0.12%,USD,969.63,0.08%,USD,875.45,0.06%,USD,1044.2,0.07%,USD,731.05,0.56%,USD,977.92,0.01%
4/16/2007,USD,951.3,0.51%,USD,968.89,0.23%,USD,874.96,0.41%,USD,1043.45,0.81%,USD,726.99,0.48%,USD,977.81,0.08%
4/15/2007,USD,946.52,0.00%,USD,966.62,0.00%,USD,871.36,0.00%,USD,1035.07,0.00%,USD,723.53,0.00%,USD,976.99,0.00%
4/14/2007,USD,946.52,0.00%,USD,966.62,0.00%,USD,871.36,0.00%,USD,1035.07,0.00%,USD,723.53,0.00%,USD,976.99,0.00%
4/13/2007,USD,946.52,0.15%,USD,966.62,0.06%,USD,871.36,0.12%,USD,1035.07,0.15%,USD,723.53,1.02%,USD,976.99,-0.03%
4/12/2007,USD,945.1,0.17%,USD,966.06,0.20%,USD,870.31,0.06%,USD,1033.47,0.07%,USD,716.22,0.00%,USD,977.27,0.20%
4/11/2007,USD,943.54,-0.01%,USD,964.17,0.10%,USD,869.78,-0.02%,USD,1032.76,-0.08%,USD,716.24,0.06%,USD,975.28,0.10%
4/10/2007,USD,943.61,0.56%,USD,963.19,0.13%,USD,869.92,0.37%,USD,1033.55,0.69%,USD,715.82,0.88%,USD,974.27,0.15%
4/9/2007,USD,938.37,-0.17%,USD,961.92,0.01%,USD,866.74,-0.05%,USD,1026.51,-0.17%,USD,709.57,-0.14%,USD,972.8,0.00%
4/8/2007,USD,939.97,0.00%,USD,961.86,0.00%,USD,867.19,0.00%,USD,1028.26,0.00%,USD,710.57,0.00%,USD,972.78,0.00%
4/7/2007,USD,939.97,0.00%,USD,961.86,0.00%,USD,867.19,0.00%,USD,1028.26,0.00%,USD,710.57,0.00%,USD,972.78,0.00%
4/6/2007,USD,939.97,0.00%,USD,961.86,0.00%,USD,867.19,0.00%,USD,1028.26,0.00%,USD,710.57,0.00%,USD,972.78,0.00%
4/5/2007,USD,939.97,0.15%,USD,961.86,0.23%,USD,867.19,0.11%,USD,1028.26,0.18%,USD,710.57,0.15%,USD,972.78,0.31%
4/4/2007,USD,938.59,0.28%,USD,959.66,0.06%,USD,866.25,0.21%,USD,1026.41,0.41%,USD,709.5,0.67%,USD,969.73,0.10%
4/3/2007,USD,935.94,0.33%,USD,959.11,-0.01%,USD,864.41,0.30%,USD,1022.22,0.59%,USD,704.77,1.02%,USD,968.8,-0.09%
4/2/2007,USD,932.83,0.22%,USD,959.2,0.08%,USD,861.8,0.19%,USD,1016.26,0.22%,USD,697.63,0.35%,USD,969.69,0.24%
4/1/2007,USD,930.81,0.00%,USD,958.43,0.00%,USD,860.17,0.00%,USD,1014.05,0.00%,USD,695.2,0.00%,USD,967.36,0.00%
3/31/2007,USD,930.81,0.00%,USD,958.43,0.00%,USD,860.17,0.00%,USD,1014.05,0.00%,USD,695.2,0.00%,USD,967.36,0.00%
3/30/2007,USD,930.81,-0.03%,USD,958.43,0.03%,USD,860.17,-0.06%,USD,1014.05,-0.14%,USD,695.2,0.13%,USD,967.36,-0.01%
3/29/2007,USD,931.07,0.25%,USD,958.17,0.05%,USD,860.7,0.17%,USD,1015.48,0.29%,USD,694.27,0.72%,USD,967.48,0.19%
3/28/2007,USD,928.79,-0.16%,USD,957.65,-0.07%,USD,859.2,-0.13%,USD,1012.5,-0.18%,USD,689.34,-0.53%,USD,965.67,-0.04%
3/27/2007,USD,930.28,-0.06%,USD,958.33,-0.07%,USD,860.29,-0.03%,USD,1014.33,-0.08%,USD,692.99,-0.33%,USD,966.06,-0.02%
3/26/2007,USD,930.87,0.08%,USD,959.02,0.16%,USD,860.59,0.00%,USD,1015.12,-0.14%,USD,695.26,0.37%,USD,966.27,0.24%
3/25/2007,USD,930.16,0.00%,USD,957.51,0.00%,USD,860.61,0.00%,USD,1016.57,0.00%,USD,692.73,0.00%,USD,963.98,0.00%
3/24/2007,USD,930.16,0.00%,USD,957.51,0.00%,USD,860.61,0.00%,USD,1016.57,0.00%,USD,692.73,0.00%,USD,963.98,0.00%
3/23/2007,USD,930.16,0.06%,USD,957.51,0.02%,USD,860.61,0.05%,USD,1016.57,0.13%,USD,692.73,-0.53%,USD,963.98,-0.15%
3/22/2007,USD,929.59,0.64%,USD,957.36,0.16%,USD,860.18,0.60%,USD,1015.28,1.17%,USD,696.43,0.21%,USD,965.4,0.19%
3/21/2007,USD,923.72,0.30%,USD,955.83,0.33%,USD,855.01,0.20%,USD,1003.5,0.29%,USD,694.96,0.25%,USD,963.59,0.46%
3/20/2007,USD,920.97,0.31%,USD,952.66,0.12%,USD,853.34,0.23%,USD,1000.55,0.49%,USD,693.2,0.05%,USD,959.14,0.10%
3/19/2007,USD,918.14,0.54%,USD,951.55,0.33%,USD,851.4,0.49%,USD,995.71,0.80%,USD,692.88,0.51%,USD,958.17,0.50%
3/18/2007,USD,913.2,0.00%,USD,948.43,0.00%,USD,847.23,0.00%,USD,987.81,0.00%,USD,689.38,0.00%,USD,953.43,0.00%
3/17/2007,USD,913.2,0.00%,USD,948.43,0.00%,USD,847.23,0.00%,USD,987.81,0.00%,USD,689.38,0.00%,USD,953.43,0.00%
3/16/2007,USD,913.2,0.10%,USD,948.43,-0.07%,USD,847.23,0.00%,USD,987.81,0.14%,USD,689.38,0.40%,USD,953.43,-0.04%
3/15/2007,USD,912.26,0.53%,USD,949.07,0.28%,USD,847.24,0.64%,USD,986.45,0.92%,USD,686.63,1.04%,USD,953.83,0.41%
3/14/2007,USD,907.43,-0.60%,USD,946.46,0.05%,USD,841.83,-0.57%,USD,977.49,-1.47%,USD,679.54,-0.44%,USD,949.96,0.09%
3/13/2007,USD,912.92,-0.26%,USD,945.95,-0.63%,USD,846.69,-0.66%,USD,992.09,-0.09%,USD,682.51,-0.29%,USD,949.08,-0.52%
3/12/2007,USD,915.3,0.25%,USD,951.93,0.14%,USD,852.29,0.23%,USD,992.96,0.19%,USD,684.51,0.67%,USD,954.08,0.09%
3/11/2007,USD,912.99,0.00%,USD,950.58,0.00%,USD,850.35,0.00%,USD,991.11,0.00%,USD,679.98,0.00%,USD,953.25,0.00%
3/10/2007,USD,912.99,0.00%,USD,950.58,0.00%,USD,850.35,0.00%,USD,991.11,0.00%,USD,679.98,0.00%,USD,953.25,0.00%
3/9/2007,USD,912.99,0.10%,USD,950.58,0.11%,USD,850.35,0.23%,USD,991.11,0.06%,USD,679.98,-0.29%,USD,953.25,0.03%
3/8/2007,USD,912.05,0.35%,USD,949.57,0.40%,USD,848.42,0.63%,USD,990.48,0.54%,USD,681.98,0.51%,USD,953.01,0.24%
3/7/2007,USD,908.83,0.31%,USD,945.82,0.23%,USD,843.12,0.33%,USD,985.13,0.52%,USD,678.52,0.75%,USD,950.75,0.17%
3/6/2007,USD,905.98,0.42%,USD,943.69,0.24%,USD,840.35,0.69%,USD,980,0.50%,USD,673.49,1.13%,USD,949.12,0.12%
3/5/2007,USD,902.18,-0.84%,USD,941.45,-0.66%,USD,834.57,-1.02%,USD,975.08,-1.04%,USD,665.96,-2.30%,USD,947.95,-0.60%
3/4/2007,USD,909.82,0.00%,USD,947.7,0.00%,USD,843.16,0.00%,USD,985.32,0.00%,USD,681.66,0.00%,USD,953.69,0.00%
3/3/2007,USD,909.82,0.00%,USD,947.7,0.00%,USD,843.16,0.00%,USD,985.32,0.00%,USD,681.66,0.00%,USD,953.69,0.00%
3/2/2007,USD,909.82,-0.09%,USD,947.7,-0.42%,USD,843.16,-0.55%,USD,985.32,-0.05%,USD,681.66,-1.20%,USD,953.69,-0.23%
3/1/2007,USD,910.67,-0.31%,USD,951.7,-0.12%,USD,847.81,-0.38%,USD,985.82,-0.49%,USD,689.94,-1.18%,USD,955.9,-0.11%
2/28/2007,USD,913.47,-0.72%,USD,952.87,-0.12%,USD,851.01,-0.45%,USD,990.7,-1.42%,USD,698.18,-1.31%,USD,956.91,0.00%
2/27/2007,USD,920.07,-0.51%,USD,954.06,-0.69%,USD,854.88,-1.27%,USD,1004.98,-0.37%,USD,707.43,-1.71%,USD,956.89,-0.41%
2/26/2007,USD,924.77,0.15%,USD,960.71,0.05%,USD,865.91,0.17%,USD,1008.73,0.38%,USD,719.72,-0.01%,USD,960.84,0.06%
2/25/2007,USD,923.35,0.00%,USD,960.23,0.00%,USD,864.47,0.00%,USD,1004.94,0.00%,USD,719.78,0.00%,USD,960.29,0.00%
2/24/2007,USD,923.35,0.00%,USD,960.23,0.00%,USD,864.47,0.00%,USD,1004.94,0.00%,USD,719.78,0.00%,USD,960.29,0.00%
2/23/2007,USD,923.35,0.23%,USD,960.23,0.03%,USD,864.47,0.18%,USD,1004.94,0.54%,USD,719.78,0.15%,USD,960.29,0.07%
2/22/2007,USD,921.21,0.15%,USD,959.91,0.06%,USD,862.93,0.07%,USD,999.58,0.27%,USD,718.7,0.72%,USD,959.64,-0.05%
2/21/2007,USD,919.79,-0.02%,USD,959.34,-0.02%,USD,862.32,-0.08%,USD,996.88,-0.33%,USD,713.56,0.30%,USD,960.14,-0.13%
2/20/2007,USD,920,0.15%,USD,959.56,0.36%,USD,862.97,0.25%,USD,1000.22,0.04%,USD,711.4,0.31%,USD,961.35,0.30%
2/19/2007,USD,918.63,0.00%,USD,956.09,0.00%,USD,860.78,0.00%,USD,999.8,0.00%,USD,709.19,0.00%,USD,958.52,0.00%
2/18/2007,USD,918.63,0.00%,USD,956.09,0.00%,USD,860.78,0.00%,USD,999.8,0.00%,USD,709.19,0.00%,USD,958.52,0.00%
2/17/2007,USD,918.63,0.00%,USD,956.09,0.00%,USD,860.78,0.00%,USD,999.8,0.00%,USD,709.19,0.00%,USD,958.52,0.00%
2/16/2007,USD,918.63,-0.04%,USD,956.09,0.14%,USD,860.78,-0.10%,USD,999.8,-0.17%,USD,709.19,0.12%,USD,958.52,0.04%
2/15/2007,USD,919.03,0.31%,USD,954.8,0.12%,USD,861.67,0.18%,USD,1001.5,0.58%,USD,708.31,-0.36%,USD,958.13,0.02%
2/14/2007,USD,916.15,0.62%,USD,953.68,0.20%,USD,860.11,0.73%,USD,995.76,1.32%,USD,710.87,0.62%,USD,957.95,0.30%
2/13/2007,USD,910.5,0.41%,USD,951.81,0.29%,USD,853.86,0.29%,USD,982.83,0.46%,USD,706.46,0.07%,USD,955.05,0.22%
2/12/2007,USD,906.75,-0.34%,USD,949.02,-0.05%,USD,851.36,-0.25%,USD,978.35,-0.66%,USD,705.94,-0.20%,USD,952.99,-0.20%
2/11/2007,USD,909.86,0.00%,USD,949.52,0.00%,USD,853.46,0.00%,USD,984.83,0.00%,USD,707.39,0.00%,USD,954.92,0.00%
2/10/2007,USD,909.86,0.00%,USD,949.52,0.00%,USD,853.46,0.00%,USD,984.83,0.00%,USD,707.39,0.00%,USD,954.92,0.00%
2/9/2007,USD,909.86,0.06%,USD,949.52,-0.19%,USD,853.46,0.00%,USD,984.83,0.25%,USD,707.39,0.46%,USD,954.92,-0.02%
2/8/2007,USD,909.31,-0.26%,USD,951.36,0.08%,USD,853.44,-0.19%,USD,982.35,-0.63%,USD,704.13,-0.05%,USD,955.13,0.05%
2/7/2007,USD,911.68,0.26%,USD,950.61,0.20%,USD,855.09,0.28%,USD,988.59,0.42%,USD,704.46,-0.05%,USD,954.68,0.02%
